cycle,temp_stage1_c,temp_stage2_c,temp_stage3_c,pressure_kpa,vibration_index,flow_rate,efficiency_ratio,bleed_load,true_rul_cycles,asset_id
81,641.72,1578.31,1390.12,555.25,47.25,522.62,8.4162,23.4685,125,AST-TRAIN-002
82,641.86,1587.24,1402.78,554.17,47.19,522.3,8.3428,23.4491,125,AST-TRAIN-002
83,641.73,1585.18,1398.81,554.18,47.13,523.13,8.3997,23.4056,125,AST-TRAIN-002
84,642.41,1586.46,1402.26,554.86,47.29,522.75,8.394,23.4055,125,AST-TRAIN-002
85,641.73,1588.31,1398.33,554.5,47.19,522.63,8.3954,23.4072,125,AST-TRAIN-002
86,641.85,1579.31,1399.12,554.51,47.27,522.26,8.3958,23.4982,125,AST-TRAIN-002
87,642.36,1582.64,1399.51,554.77,47.26,522.59,8.3952,23.2916,125,AST-TRAIN-002
88,642.23,1587.88,1398.17,554.71,47.04,522.62,8.3851,23.4173,125,AST-TRAIN-002
89,641.95,1584.62,1394.07,554.18,47.18,522.42,8.4143,23.4148,125,AST-TRAIN-002
90,642.06,1580.77,1405.34,554.1,47.21,522.04,8.3922,23.4878,125,AST-TRAIN-002
91,642.09,1583.57,1399.47,553.79,47.15,522.48,8.4026,23.3972,125,AST-TRAIN-002
92,642.36,1584.87,1399.17,554.28,47.13,522.45,8.3919,23.2772,125,AST-TRAIN-002
93,642.21,1591.68,1392.48,553.92,47.24,522.52,8.4005,23.3075,125,AST-TRAIN-002
94,642.1,1585.62,1395.39,554.53,47.38,522.74,8.4075,23.4165,125,AST-TRAIN-002
95,642.56,1579.26,1402.79,553.99,47.06,522.37,8.3773,23.4318,125,AST-TRAIN-002
96,642.42,1576.94,1399.59,554.4,47.07,521.66,8.3698,23.3285,125,AST-TRAIN-002
97,642.04,1586.12,1400.5,554.42,47.19,522.22,8.4202,23.3578,125,AST-TRAIN-002
98,641.73,1587.84,1401.08,554.57,47.21,522.92,8.4115,23.5011,125,AST-TRAIN-002
99,642.04,1585.48,1400.97,554.43,47.13,522.5,8.4179,23.3414,125,AST-TRAIN-002
100,642.04,1586.01,1402.72,554.48,47.21,522.01,8.4107,23.331,125,AST-TRAIN-002
101,641.96,1582.66,1397.81,555.07,47.37,522.4,8.3835,23.4257,125,AST-TRAIN-002
102,642.44,1590.24,1407.05,554.44,47.19,522.05,8.4052,23.3453,125,AST-TRAIN-002
103,642.05,1587.75,1392.16,554.44,47.23,522.36,8.4148,23.4403,125,AST-TRAIN-002
104,642.41,1582.04,1397.31,554.91,47.26,522.18,8.4037,23.4053,125,AST-TRAIN-002
105,641.94,1585.65,1397.45,554.81,47.32,522.11,8.4056,23.3467,125,AST-TRAIN-002
106,641.87,1584.61,1402.62,553.96,47.32,522.11,8.3727,23.4154,125,AST-TRAIN-002
107,642.52,1581.7,1402.93,554.21,47.16,522.34,8.3723,23.5191,125,AST-TRAIN-002
108,642.24,1578.45,1396.25,554.29,47.23,522.27,8.3978,23.4441,125,AST-TRAIN-002
109,642.12,1590.41,1392.9,553.72,47.28,522.0,8.4061,23.3497,125,AST-TRAIN-002
110,642.29,1583.3,1398.47,554.5,47.31,522.27,8.3723,23.3997,125,AST-TRAIN-002
111,642.24,1576.85,1393.76,554.42,47.18,522.32,8.4437,23.4703,125,AST-TRAIN-002
112,642.49,1588.35,1397.2,554.33,47.37,522.23,8.4025,23.3444,125,AST-TRAIN-002
113,641.95,1584.21,1404.74,554.07,47.23,522.1,8.3994,23.5029,125,AST-TRAIN-002
114,642.13,1576.56,1397.05,555.1,47.19,522.13,8.4119,23.3784,125,AST-TRAIN-002
115,642.16,1583.27,1401.33,554.37,47.14,522.1,8.395,23.313,125,AST-TRAIN-002
116,642.38,1577.87,1398.39,554.45,47.01,522.48,8.3895,23.4542,125,AST-TRAIN-002
117,641.97,1583.84,1395.4,554.6,47.23,522.39,8.4365,23.432,125,AST-TRAIN-002
118,641.95,1580.49,1400.99,553.96,47.11,522.23,8.3735,23.2912,125,AST-TRAIN-002
119,642.67,1585.06,1401.87,554.32,47.24,522.21,8.4236,23.3731,125,AST-TRAIN-002
120,642.01,1589.61,1394.39,554.42,47.22,521.62,8.3666,23.4077,125,AST-TRAIN-002
121,642.04,1580.19,1391.52,554.51,47.28,522.31,8.4134,23.3381,125,AST-TRAIN-002
122,642.08,1585.52,1405.27,553.82,47.23,521.96,8.3783,23.3284,125,AST-TRAIN-002
123,642.11,1588.59,1403.23,554.31,47.21,522.14,8.3887,23.4492,125,AST-TRAIN-002
124,642.37,1583.12,1399.26,554.58,47.06,522.64,8.4049,23.3364,125,AST-TRAIN-002
125,642.71,1586.32,1397.94,554.81,47.31,522.23,8.4012,23.3785,125,AST-TRAIN-002
126,642.07,1587.45,1403.41,554.03,47.28,521.95,8.4243,23.3592,125,AST-TRAIN-002
127,642.26,1586.65,1400.81,554.08,47.21,522.2,8.4476,23.34,125,AST-TRAIN-002
128,641.54,1592.2,1397.34,554.16,47.2,522.36,8.4098,23.3966,125,AST-TRAIN-002
129,641.66,1590.59,1400.25,554.6,47.23,522.19,8.3986,23.4331,125,AST-TRAIN-002
130,642.06,1584.83,1409.98,554.42,47.26,522.4,8.4145,23.3645,125,AST-TRAIN-002
131,641.96,1587.61,1394.26,554.88,47.36,522.37,8.4074,23.4016,125,AST-TRAIN-002
132,642.01,1586.66,1398.78,554.4,47.12,522.25,8.4102,23.313,125,AST-TRAIN-002
133,642.84,1581.22,1393.87,554.21,47.18,521.71,8.4054,23.2668,125,AST-TRAIN-002
134,642.76,1586.44,1406.2,553.88,47.17,521.95,8.381,23.3367,125,AST-TRAIN-002
135,642.02,1580.12,1404.56,554.52,47.34,522.13,8.4108,23.3992,125,AST-TRAIN-002
136,642.06,1582.91,1402.67,554.5,47.09,521.86,8.3889,23.4236,125,AST-TRAIN-002
137,642.46,1585.36,1406.79,554.42,47.39,522.21,8.369,23.3517,125,AST-TRAIN-002
138,642.34,1585.19,1398.95,555.03,47.16,521.73,8.4125,23.4346,125,AST-TRAIN-002
139,642.63,1590.88,1400.87,554.24,47.3,522.61,8.3919,23.4316,125,AST-TRAIN-002
140,642.29,1593.7,1403.14,554.86,47.32,522.49,8.4243,23.474,125,AST-TRAIN-002
141,642.07,1585.09,1403.25,554.7,47.43,522.5,8.4254,23.4038,125,AST-TRAIN-002
142,641.91,1586.41,1401.27,554.18,47.3,522.18,8.3936,23.4716,125,AST-TRAIN-002
143,642.31,1588.88,1400.49,554.05,47.3,521.73,8.423,23.4197,125,AST-TRAIN-002
144,642.02,1584.35,1401.21,553.96,47.32,522.11,8.3836,23.3494,125,AST-TRAIN-002
145,642.01,1582.72,1403.53,554.1,47.33,521.93,8.3967,23.5167,125,AST-TRAIN-002
146,642.52,1590.06,1405.09,554.25,47.3,522.0,8.4074,23.4017,125,AST-TRAIN-002
147,642.27,1588.78,1394.58,554.16,47.48,521.91,8.3896,23.3356,125,AST-TRAIN-002
148,642.65,1584.5,1398.3,554.32,47.31,522.57,8.4128,23.3971,125,AST-TRAIN-002
149,642.03,1587.88,1404.41,553.84,47.31,521.87,8.387,23.4024,125,AST-TRAIN-002
150,642.62,1585.43,1393.74,554.13,47.15,522.22,8.4175,23.2996,125,AST-TRAIN-002
151,642.54,1590.21,1398.31,553.66,47.33,522.28,8.4173,23.3831,125,AST-TRAIN-002
152,642.38,1583.49,1400.9,553.86,47.25,522.06,8.4123,23.3666,125,AST-TRAIN-002
153,641.96,1594.33,1397.52,553.78,47.29,521.82,8.4262,23.3222,125,AST-TRAIN-002
154,642.34,1591.3,1413.28,554.45,47.23,522.21,8.4161,23.4216,125,AST-TRAIN-002
155,642.17,1580.93,1397.45,553.84,47.23,521.91,8.4029,23.3634,125,AST-TRAIN-002
156,642.15,1578.73,1399.13,554.7,47.31,522.14,8.4075,23.3474,125,AST-TRAIN-002
157,642.04,1588.7,1400.63,553.71,47.45,522.25,8.4137,23.2225,125,AST-TRAIN-002
158,641.99,1586.95,1404.68,554.67,47.45,522.32,8.4324,23.422,125,AST-TRAIN-002
159,641.81,1593.89,1399.71,553.7,47.26,522.2,8.4138,23.3979,125,AST-TRAIN-002
160,642.53,1585.65,1409.72,554.65,47.46,521.96,8.4012,23.4119,125,AST-TRAIN-002
161,642.08,1586.65,1396.32,554.18,47.19,521.96,8.4601,23.4036,125,AST-TRAIN-002
162,641.71,1588.83,1401.23,553.95,47.42,522.09,8.3739,23.4045,125,AST-TRAIN-002
163,642.88,1589.56,1396.2,553.96,47.29,521.55,8.3904,23.4442,124,AST-TRAIN-002
164,642.82,1588.23,1405.5,554.31,47.32,521.74,8.4304,23.4381,123,AST-TRAIN-002
165,642.17,1588.55,1402.96,553.71,47.39,522.28,8.4068,23.4707,122,AST-TRAIN-002
166,641.79,1589.09,1394.26,553.71,47.43,521.96,8.4111,23.4352,121,AST-TRAIN-002
167,642.25,1588.74,1395.35,553.62,47.39,522.11,8.4261,23.3977,120,AST-TRAIN-002
168,642.55,1593.95,1404.01,554.32,47.3,521.89,8.4329,23.3787,119,AST-TRAIN-002
169,642.26,1581.85,1406.06,553.06,47.33,521.77,8.4214,23.3766,118,AST-TRAIN-002
170,642.14,1577.26,1405.93,553.84,47.35,522.36,8.4079,23.3532,117,AST-TRAIN-002
171,642.21,1587.94,1410.34,553.84,47.34,521.89,8.4027,23.287,116,AST-TRAIN-002
172,642.07,1589.42,1398.26,553.69,47.25,521.42,8.4109,23.3496,115,AST-TRAIN-002
173,642.66,1589.0,1403.22,554.64,47.27,521.4,8.4288,23.3576,114,AST-TRAIN-002
174,642.34,1588.01,1403.24,553.76,47.31,521.85,8.3994,23.3513,113,AST-TRAIN-002
175,642.46,1584.58,1398.37,554.01,47.45,522.2,8.417,23.3065,112,AST-TRAIN-002
176,642.32,1585.73,1405.47,554.15,47.22,521.54,8.4189,23.4372,111,AST-TRAIN-002
177,642.35,1586.88,1400.31,554.59,47.42,521.95,8.4153,23.3538,110,AST-TRAIN-002
178,642.43,1590.29,1404.39,553.83,47.56,521.97,8.3914,23.353,109,AST-TRAIN-002
179,642.33,1584.55,1399.3,553.86,47.37,522.48,8.4462,23.3329,108,AST-TRAIN-002
180,642.5,1593.51,1402.27,554.21,47.52,521.76,8.4404,23.3712,107,AST-TRAIN-002
181,642.01,1585.87,1399.24,554.29,47.27,522.19,8.4148,23.3777,106,AST-TRAIN-002
182,642.39,1586.42,1406.61,553.63,47.52,522.39,8.4072,23.2931,105,AST-TRAIN-002
183,642.6,1584.95,1406.15,554.35,47.24,521.84,8.4225,23.3851,104,AST-TRAIN-002
184,642.43,1585.66,1408.13,554.99,47.47,521.86,8.3996,23.4003,103,AST-TRAIN-002
185,642.66,1581.09,1407.11,554.53,47.23,522.22,8.42,23.2801,102,AST-TRAIN-002
186,642.8,1582.46,1404.35,554.42,47.47,521.82,8.4131,23.3416,101,AST-TRAIN-002
187,642.69,1588.88,1407.54,553.32,47.51,521.09,8.4101,23.3926,100,AST-TRAIN-002
188,642.64,1582.97,1402.72,554.26,47.37,522.34,8.4124,23.306,99,AST-TRAIN-002
189,642.81,1583.54,1403.09,554.03,47.42,521.7,8.4253,23.2923,98,AST-TRAIN-002
190,642.48,1592.5,1405.73,554.4,47.2,521.73,8.4128,23.2623,97,AST-TRAIN-002
191,642.23,1584.59,1407.64,553.42,47.4,521.92,8.4694,23.3507,96,AST-TRAIN-002
192,642.18,1589.95,1404.07,553.09,47.49,521.7,8.4309,23.3049,95,AST-TRAIN-002
193,642.13,1588.28,1399.59,553.54,47.3,521.16,8.4143,23.2606,94,AST-TRAIN-002
194,643.1,1592.38,1404.64,553.86,47.69,522.17,8.4304,23.3282,93,AST-TRAIN-002
195,643.24,1591.55,1410.18,553.22,47.32,521.92,8.4224,23.3326,92,AST-TRAIN-002
196,642.64,1591.39,1408.59,554.31,47.43,522.02,8.4614,23.3682,91,AST-TRAIN-002
197,642.55,1588.64,1403.29,554.07,47.36,521.47,8.4387,23.3426,90,AST-TRAIN-002
198,643.21,1596.17,1402.91,553.94,47.14,521.5,8.441,23.2813,89,AST-TRAIN-002
199,642.44,1587.17,1409.39,554.06,47.49,521.22,8.429,23.2433,88,AST-TRAIN-002
200,642.74,1589.73,1406.28,553.13,47.44,521.69,8.4143,23.4101,87,AST-TRAIN-002
201,642.31,1595.57,1400.92,554.25,47.44,521.88,8.4458,23.3551,86,AST-TRAIN-002
202,642.56,1589.47,1408.72,554.14,47.45,522.01,8.4287,23.1814,85,AST-TRAIN-002
203,641.95,1593.02,1410.33,553.2,47.58,521.41,8.4197,23.1596,84,AST-TRAIN-002
204,642.46,1591.84,1404.01,553.94,47.43,521.33,8.4779,23.3788,83,AST-TRAIN-002
205,642.65,1586.59,1409.11,552.83,47.42,521.48,8.4298,23.3266,82,AST-TRAIN-002
206,642.51,1588.18,1411.14,553.86,47.24,521.37,8.4086,23.3974,81,AST-TRAIN-002
207,642.73,1591.04,1402.94,553.06,47.39,521.55,8.4175,23.308,80,AST-TRAIN-002
208,642.6,1590.29,1407.93,553.09,47.51,521.64,8.458,23.2931,79,AST-TRAIN-002
209,642.27,1590.92,1409.2,553.66,47.43,520.72,8.4281,23.3362,78,AST-TRAIN-002
210,642.88,1583.56,1396.99,553.5,47.51,521.77,8.4317,23.2484,77,AST-TRAIN-002
211,642.8,1584.65,1409.23,552.47,47.48,521.67,8.452,23.2252,76,AST-TRAIN-002
212,642.54,1586.71,1406.43,553.32,47.51,521.74,8.461,23.2138,75,AST-TRAIN-002
213,642.39,1594.64,1407.38,554.04,47.56,521.65,8.4354,23.3246,74,AST-TRAIN-002
214,642.39,1588.17,1402.21,553.86,47.49,521.81,8.4428,23.2857,73,AST-TRAIN-002
215,642.97,1591.44,1411.63,553.75,47.57,521.02,8.4192,23.117,72,AST-TRAIN-002
216,642.46,1583.46,1408.68,553.01,47.53,522.19,8.452,23.3221,71,AST-TRAIN-002
217,643.3,1585.11,1407.97,553.22,47.51,521.29,8.4982,23.2658,70,AST-TRAIN-002
218,642.91,1592.69,1412.7,553.09,47.56,521.7,8.4763,23.2734,69,AST-TRAIN-002
219,642.88,1592.52,1412.91,553.28,47.71,521.74,8.46,23.371,68,AST-TRAIN-002
220,642.87,1600.76,1406.68,552.92,47.54,520.77,8.4123,23.3541,67,AST-TRAIN-002
221,643.09,1586.57,1408.21,553.77,47.47,521.46,8.4446,23.3309,66,AST-TRAIN-002
222,643.16,1590.78,1411.66,553.56,47.52,521.46,8.4414,23.3147,65,AST-TRAIN-002
223,643.06,1596.47,1406.28,553.91,47.62,520.84,8.4348,23.2077,64,AST-TRAIN-002
224,642.86,1592.47,1414.63,553.17,47.74,521.16,8.4495,23.2336,63,AST-TRAIN-002
225,642.68,1590.59,1409.87,553.96,47.67,521.33,8.4357,23.209,62,AST-TRAIN-002
226,643.23,1601.02,1408.9,553.45,47.46,521.59,8.4744,23.3575,61,AST-TRAIN-002
227,642.8,1587.46,1410.4,553.73,47.66,521.28,8.4472,23.2895,60,AST-TRAIN-002
228,642.67,1592.83,1406.88,553.35,47.46,521.18,8.4493,23.2553,59,AST-TRAIN-002
229,642.32,1593.83,1407.69,553.0,47.65,521.66,8.4447,23.1824,58,AST-TRAIN-002
230,642.68,1593.67,1412.71,553.43,47.69,520.94,8.4482,23.2213,57,AST-TRAIN-002
231,642.99,1593.78,1404.68,552.61,47.64,521.73,8.462,23.2847,56,AST-TRAIN-002
232,642.98,1590.33,1411.66,553.53,47.56,520.9,8.4395,23.2459,55,AST-TRAIN-002
233,642.96,1599.65,1413.34,553.49,47.66,521.63,8.448,23.3894,54,AST-TRAIN-002
234,643.49,1588.68,1412.07,553.31,47.58,521.42,8.4341,23.2635,53,AST-TRAIN-002
235,642.63,1594.54,1406.42,552.42,47.85,521.66,8.4699,23.2137,52,AST-TRAIN-002
236,643.01,1598.16,1410.66,553.52,47.63,521.17,8.4679,23.275,51,AST-TRAIN-002
237,643.14,1593.05,1419.76,552.78,47.65,520.7,8.4742,23.2618,50,AST-TRAIN-002
238,643.13,1599.64,1413.73,552.98,47.52,521.34,8.4681,23.1829,49,AST-TRAIN-002
239,642.73,1598.37,1417.49,553.05,47.83,520.66,8.4318,23.2728,48,AST-TRAIN-002
240,642.61,1599.71,1406.54,553.18,47.66,521.18,8.482,23.314,47,AST-TRAIN-002
241,643.14,1598.65,1418.33,552.36,47.7,521.1,8.4423,23.1703,46,AST-TRAIN-002
242,643.77,1593.7,1408.71,553.07,47.54,521.6,8.4377,23.2157,45,AST-TRAIN-002
243,643.04,1593.98,1411.41,552.71,47.55,521.05,8.4661,23.2729,44,AST-TRAIN-002
244,642.88,1595.99,1413.04,552.68,47.71,520.6,8.4785,23.3427,43,AST-TRAIN-002
245,642.7,1590.93,1418.05,552.75,47.75,521.03,8.4748,23.2067,42,AST-TRAIN-002
246,642.85,1589.74,1420.2,552.57,47.72,521.27,8.4702,23.27,41,AST-TRAIN-002
247,642.88,1601.2,1413.56,552.46,47.7,520.61,8.4745,23.2229,40,AST-TRAIN-002
248,643.06,1599.41,1417.22,552.52,47.75,520.49,8.5015,23.19,39,AST-TRAIN-002
249,643.79,1599.77,1419.19,551.56,47.66,520.7,8.4615,23.2251,38,AST-TRAIN-002
250,643.15,1598.28,1415.35,553.0,47.79,520.37,8.4495,23.1868,37,AST-TRAIN-002
251,642.47,1598.68,1418.61,552.01,47.92,520.99,8.467,23.2506,36,AST-TRAIN-002
252,642.83,1596.89,1422.69,552.51,47.7,519.98,8.4779,23.2033,35,AST-TRAIN-002
253,643.01,1596.43,1416.12,553.07,47.69,520.7,8.4662,23.17,34,AST-TRAIN-002
254,643.31,1593.88,1423.55,551.99,47.95,520.83,8.4604,23.1766,33,AST-TRAIN-002
255,643.48,1598.25,1412.73,553.26,47.67,520.85,8.4829,23.2282,32,AST-TRAIN-002
256,642.92,1598.83,1421.46,552.68,47.77,520.67,8.5297,23.2518,31,AST-TRAIN-002
257,643.06,1593.17,1426.94,552.19,48.02,520.95,8.4847,23.2133,30,AST-TRAIN-002
258,642.93,1599.77,1421.07,552.71,47.66,520.79,8.4796,23.1194,29,AST-TRAIN-002
259,642.78,1597.65,1416.63,552.58,47.91,520.52,8.5312,23.1053,28,AST-TRAIN-002
260,642.94,1593.51,1419.41,552.02,47.94,520.54,8.4766,23.153,27,AST-TRAIN-002
261,643.69,1594.0,1419.92,552.31,48.03,519.98,8.4775,23.1426,26,AST-TRAIN-002
262,643.05,1588.3,1418.2,553.01,47.82,520.68,8.467,23.1573,25,AST-TRAIN-002
263,643.16,1592.32,1422.82,552.81,47.91,521.04,8.5205,23.1446,24,AST-TRAIN-002
264,643.47,1610.1,1424.48,552.17,48.07,520.47,8.522,23.2342,23,AST-TRAIN-002
265,643.03,1593.48,1420.27,552.45,47.66,520.27,8.5185,23.0402,22,AST-TRAIN-002
266,643.14,1591.54,1422.54,551.84,47.84,520.52,8.461,23.1815,21,AST-TRAIN-002
267,642.96,1602.23,1422.12,552.61,47.8,520.2,8.4596,23.1591,20,AST-TRAIN-002
268,643.1,1602.53,1419.61,552.1,47.96,520.93,8.5129,23.1937,19,AST-TRAIN-002
269,643.11,1594.52,1419.23,551.28,48.09,519.74,8.5043,22.9897,18,AST-TRAIN-002
270,643.12,1604.32,1424.27,551.75,48.04,520.35,8.5204,23.1713,17,AST-TRAIN-002
271,643.87,1607.43,1425.06,551.73,48.14,519.97,8.5014,22.9721,16,AST-TRAIN-002
272,643.27,1600.02,1426.7,552.44,47.96,520.56,8.5126,23.1781,15,AST-TRAIN-002
273,643.71,1598.88,1418.55,552.47,47.88,519.72,8.5098,23.1182,14,AST-TRAIN-002
274,643.18,1598.98,1427.83,551.25,48.07,519.73,8.488,23.1046,13,AST-TRAIN-002
275,643.67,1595.3,1421.8,551.86,48.02,520.0,8.5136,23.198,12,AST-TRAIN-002
276,643.82,1605.46,1429.66,551.43,47.98,520.09,8.5177,23.0895,11,AST-TRAIN-002
277,643.91,1601.47,1424.78,552.45,48.03,519.93,8.5206,23.0609,10,AST-TRAIN-002
278,643.44,1597.61,1423.67,551.49,47.99,519.72,8.5285,23.0702,9,AST-TRAIN-002
279,643.64,1594.8,1426.95,551.16,48.13,519.66,8.5237,23.046,8,AST-TRAIN-002
280,643.63,1594.21,1422.89,551.84,48.12,519.91,8.4889,23.1462,7,AST-TRAIN-002
281,643.6,1598.25,1424.36,551.44,48.17,519.48,8.5377,23.0385,6,AST-TRAIN-002
282,643.94,1598.56,1426.87,552.29,48.27,520.05,8.5149,23.094,5,AST-TRAIN-002
283,643.78,1602.03,1429.67,551.46,48.21,520.07,8.5199,23.0358,4,AST-TRAIN-002
284,643.91,1601.35,1430.04,551.96,48.18,519.95,8.5291,23.1196,3,AST-TRAIN-002
285,643.67,1596.84,1431.17,550.85,48.27,519.91,8.5242,23.1155,2,AST-TRAIN-002
286,643.44,1603.63,1429.57,551.61,48.14,519.51,8.4932,23.0169,1,AST-TRAIN-002
287,643.85,1608.5,1430.84,551.66,48.12,519.81,8.5365,23.0848,0,AST-TRAIN-002
1,642.04,1584.2,1398.13,553.96,47.14,522.24,8.4207,23.3205,125,AST-TRAIN-003
2,642.66,1587.04,1398.62,554.76,47.35,522.03,8.3949,23.4369,125,AST-TRAIN-003
3,642.07,1580.75,1401.1,554.51,46.94,522.16,8.382,23.3162,125,AST-TRAIN-003
4,642.5,1580.12,1395.76,554.48,47.44,522.31,8.394,23.4901,125,AST-TRAIN-003
5,641.97,1581.48,1394.05,554.14,47.16,522.0,8.4233,23.419,125,AST-TRAIN-003
6,642.65,1581.26,1397.98,554.86,47.12,522.58,8.4126,23.4656,125,AST-TRAIN-003
7,642.62,1583.68,1405.76,554.29,47.26,522.08,8.4369,23.4051,125,AST-TRAIN-003
8,642.23,1581.6,1401.86,554.11,47.13,521.87,8.4197,23.3564,125,AST-TRAIN-003
9,642.6,1581.04,1398.3,554.61,47.16,522.47,8.4151,23.3873,125,AST-TRAIN-003
10,642.72,1582.2,1400.07,554.28,47.22,522.4,8.4063,23.3129,125,AST-TRAIN-003
11,641.94,1591.43,1400.59,554.88,47.4,522.02,8.4237,23.4161,125,AST-TRAIN-003
12,642.61,1583.92,1404.93,553.45,47.17,522.07,8.3779,23.3028,125,AST-TRAIN-003
13,642.63,1583.25,1403.52,555.25,47.25,522.26,8.3743,23.3372,125,AST-TRAIN-003
14,642.16,1591.03,1396.35,554.31,47.27,521.69,8.4339,23.3506,125,AST-TRAIN-003
15,641.83,1585.29,1398.77,554.36,47.15,522.0,8.4311,23.2825,125,AST-TRAIN-003
16,642.65,1589.05,1392.15,554.17,47.26,522.25,8.4147,23.4078,125,AST-TRAIN-003
17,642.78,1588.94,1395.76,553.74,47.35,522.37,8.4018,23.4031,125,AST-TRAIN-003
18,642.26,1584.36,1402.3,554.52,47.38,521.8,8.4244,23.3709,125,AST-TRAIN-003
19,642.05,1580.67,1402.82,553.99,47.23,522.18,8.413,23.4505,125,AST-TRAIN-003
20,642.25,1580.73,1394.57,554.54,47.1,522.29,8.398,23.3357,125,AST-TRAIN-003
21,642.18,1586.78,1398.83,554.32,47.27,522.67,8.4302,23.3923,125,AST-TRAIN-003
22,642.34,1589.55,1405.28,554.71,47.3,522.53,8.432,23.4213,125,AST-TRAIN-003
23,642.07,1585.2,1395.59,554.04,47.12,522.22,8.3839,23.3791,125,AST-TRAIN-003
24,642.24,1585.08,1395.73,554.65,47.26,521.66,8.3768,23.3903,125,AST-TRAIN-003
25,642.24,1579.4,1390.93,554.21,47.17,522.15,8.3845,23.4004,125,AST-TRAIN-003
26,641.61,1586.92,1401.63,553.9,47.28,521.93,8.4062,23.2767,125,AST-TRAIN-003
27,642.36,1581.83,1400.85,554.67,47.17,521.69,8.4095,23.3769,125,AST-TRAIN-003
28,641.48,1590.59,1400.68,553.51,47.22,522.27,8.3998,23.4092,125,AST-TRAIN-003
29,642.01,1584.71,1396.05,554.94,47.24,522.15,8.4387,23.3378,125,AST-TRAIN-003
30,642.21,1584.95,1398.1,554.05,47.23,522.35,8.3927,23.3824,125,AST-TRAIN-003
31,642.33,1588.68,1393.95,553.06,47.33,521.92,8.393,23.3272,125,AST-TRAIN-003
32,642.55,1583.7,1400.58,554.32,47.3,522.11,8.392,23.3545,125,AST-TRAIN-003
33,641.82,1583.55,1403.93,554.27,47.31,522.1,8.4086,23.4537,125,AST-TRAIN-003
34,642.83,1584.17,1397.47,554.42,47.2,522.34,8.4035,23.3728,125,AST-TRAIN-003
35,642.08,1584.57,1396.92,554.1,47.26,522.19,8.3924,23.343,125,AST-TRAIN-003
36,642.06,1580.96,1399.12,554.11,47.33,522.77,8.3794,23.3414,125,AST-TRAIN-003
37,641.68,1582.96,1396.65,555.28,47.17,522.14,8.4142,23.2711,125,AST-TRAIN-003
38,641.72,1577.99,1401.83,554.11,47.44,521.81,8.4094,23.3501,125,AST-TRAIN-003
39,641.94,1580.42,1400.8,554.18,47.1,522.0,8.3738,23.3514,125,AST-TRAIN-003
40,641.97,1579.38,1403.24,553.75,47.09,521.84,8.3987,23.4079,125,AST-TRAIN-003
41,642.79,1586.38,1394.92,554.68,47.32,522.69,8.3682,23.3774,125,AST-TRAIN-003
42,642.61,1586.25,1404.49,554.31,47.31,522.02,8.3828,23.4412,125,AST-TRAIN-003
43,642.58,1587.9,1401.51,554.18,47.35,521.7,8.4397,23.3024,125,AST-TRAIN-003
44,642.21,1586.83,1395.48,554.45,47.17,522.47,8.4259,23.448,125,AST-TRAIN-003
45,642.15,1582.99,1398.33,554.43,47.06,522.17,8.4342,23.4284,125,AST-TRAIN-003
46,642.42,1590.25,1401.55,554.0,47.38,521.88,8.4024,23.3352,125,AST-TRAIN-003
47,642.26,1587.55,1395.3,554.82,47.29,522.2,8.4134,23.4428,125,AST-TRAIN-003
48,642.01,1587.21,1392.94,554.41,47.32,521.88,8.4199,23.406,125,AST-TRAIN-003
49,642.16,1583.53,1396.11,554.28,47.33,522.28,8.3716,23.3813,125,AST-TRAIN-003
50,642.51,1586.16,1402.64,553.87,47.27,522.07,8.4054,23.4013,125,AST-TRAIN-003
51,642.39,1592.16,1401.05,554.15,47.14,522.18,8.4004,23.3874,125,AST-TRAIN-003
52,642.29,1582.66,1404.99,554.39,47.36,522.73,8.3954,23.4006,125,AST-TRAIN-003
53,642.02,1588.04,1399.78,554.54,47.21,522.54,8.4046,23.3824,125,AST-TRAIN-003
54,642.03,1585.66,1407.04,554.28,47.45,522.19,8.3958,23.4086,125,AST-TRAIN-003
55,642.41,1594.2,1399.08,554.34,47.22,522.09,8.4135,23.4306,124,AST-TRAIN-003
56,642.73,1586.08,1403.97,554.47,47.14,522.08,8.4042,23.4319,123,AST-TRAIN-003
57,642.56,1581.97,1398.55,553.99,47.28,522.06,8.4128,23.366,122,AST-TRAIN-003
58,642.52,1581.31,1403.99,553.58,47.35,521.85,8.4032,23.3982,121,AST-TRAIN-003
59,642.31,1587.46,1397.56,553.88,47.22,522.85,8.4039,23.388,120,AST-TRAIN-003
60,641.8,1586.82,1405.66,553.34,47.47,522.23,8.4616,23.2905,119,AST-TRAIN-003
61,642.5,1585.5,1392.35,554.01,47.26,521.8,8.4046,23.3697,118,AST-TRAIN-003
62,642.18,1591.5,1403.57,553.67,47.28,522.16,8.417,23.4182,117,AST-TRAIN-003
63,642.1,1583.42,1398.98,554.61,47.27,522.27,8.4241,23.3903,116,AST-TRAIN-003
64,642.53,1590.04,1404.68,553.9,47.24,522.24,8.4227,23.3791,115,AST-TRAIN-003
65,641.69,1586.21,1400.69,554.63,47.29,522.25,8.4379,23.4958,114,AST-TRAIN-003
66,642.25,1577.22,1397.9,553.79,47.31,522.15,8.4032,23.432,113,AST-TRAIN-003
67,642.0,1584.55,1403.87,553.84,47.29,521.81,8.419,23.4697,112,AST-TRAIN-003
